"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/abe01c02-472a-43c7-89d5-deb170e61132-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","785","DavyJones","241476435","99465","48961","2427","1356841","253191","13003280","true","false","Portuguese","DavyJones"
"https://static-cdn.jtvnw.net/jtv_user_pictures/chica-profile_image-a1b63ab708f9b25d-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","786","Chica","241353555","77325","20360","3121","2065548","815326","6092085","true","false","English","Chica"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3f21446c-76ec-48cd-8753-5224b21b3896-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","787","DanucD","240798105","137520","4905","1751","678256","102662","10055478","true","false","English","DanucD"
"https://static-cdn.jtvnw.net/jtv_user_pictures/234e0c29-bf85-4c27-a602-3eaba433a87d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","788","Replays","240693240","154815","6934","1554","1195261","226436","4086732","true","false","English","Replays"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fe75f0b7-a0a2-4dc0-bde1-edcb7a4fd32e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","789","강지 (rkdwl12)","240426885","119505","8771","2011","621887","81246","10256481","true","false","Korean","강지 (rkdwl12)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/47c5ba17-7cb4-4bb7-981f-8afc2648794d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","790","Delux","240234990","108480","12562","2214","393727","118715","4701228","true","false","Italian","Delux"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f076e969-2c60-404c-8f34-a0831fc162d8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","791","Harry","240102000","136695","14513","1756","108986","86535","7196420","true","true","English","Harry"
"https://static-cdn.jtvnw.net/jtv_user_pictures/729fe3eb-facf-4838-a64a-29eaedaee5d7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","792","도현_ (d_obby)","240052245","110385","11970","2174","237253","26297","8901138","true","false","Korean","도현_ (d_obby)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5757d1cb-ee4c-44bb-8738-c1f2627d1935-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","793","JaggerPrincesa","239945955","35700","53797","6721","1047919","983523","11039135","true","false","Spanish","JaggerPrincesa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c75d3a34-8e38-4e80-8ffc-b2e698095c2b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","794","TheRealMarzaa","239817285","103170","13582","2324","911472","342434","5093301","true","false","Italian","TheRealMarzaa"
"https://static-cdn.jtvnw.net/jtv_user_pictures/hungrybox-profile_image-ed02c3c1274dae22-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","795","Hungrybox","239731050","106530","33666","2250","372329","133460","4879472","true","false","English","Hungrybox"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c21da042-669a-44c3-a394-a56f21c02260-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","796","Sweatcicle","239630775","123765","58925","1936","292878","104690","3883065","true","true","English","Sweatcicle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6cd8931d-2fb0-45c6-a3ee-9d085cbcbb4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","797","PokerStars247","239313090","518700","1254","461","137560","39716","2761913","false","false","English","PokerStars247"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1ad6b394-0ff3-45a1-9b70-251c03737f3d-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","798","Aa9skillz","239123850","80655","25807","2964","661692","120902","5951819","true","false","English","Aa9skillz"
